KEPH,Facility_category,Owner,County,whole_day,public_holidays,weekends,late_night
Level 2,MEDICAL CLINIC,Private Practice,Baringo,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kitui,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nandi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Mandera,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,Yes
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Samburu,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Garissa,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Mandera,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kwale,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,Yes,Yes
Level 3,HEALTH CENTRE,Faith Based Organization,Meru,No,No,No,No
Level 2,STAND ALONE,Private Practice,Trans Nzoia,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Garissa,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Mandera,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nandi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nandi,No,Yes,Yes,No
Level 4,HOSPITALS,Private Practice,Siaya,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Trans Nzoia,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Mandera,Yes,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kitui,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,Yes,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nandi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,Yes
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Meru,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Meru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Baringo,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kwale,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyamira,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 4,HOSPITALS,Private Practice,Siaya,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 4,HOSPITALS,Private Practice,Kwale,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Meru,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,Yes
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Vihiga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,STAND ALONE,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kitui,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,Yes
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Trans Nzoia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Uasin Gishu,No,Yes,Yes,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,STAND ALONE,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,West Pokot,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,Yes
Level 4,HOSPITALS,Private Practice,Mombasa,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Uasin Gishu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,Yes,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kitui,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 4,HOSPITALS,Private Practice,Kiambu,No,No,No,No
Level 4,HOSPITALS,Ministry of Health,Kitui,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Bomet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,No,No
Level 3,None,Private Practice,Embu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 3,HEALTH CENTRE,Faith Based Organization,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Muranga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Bomet,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kilifi,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Faith Based Organization,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,Yes
Level 2,STAND ALONE,Ministry of Health,Mombasa,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Turkana,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Kilifi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Narok,No,No,No,No
Level 3,HEALTH CENTRE,Non-Governmental Organizations,Narok,No,No,No,No
Level 4,HOSPITALS,Private Practice,Machakos,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Private Practice,Embu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Garissa,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Kajiado,No,No,No,Yes
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Laikipia,No,No,No,No
Level 2,STAND ALONE,Private Practice,Narok,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Mombasa,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kitui,No,Yes,Yes,No
Level 3,NURSING HOME,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Siaya,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Taita Taveta,No,Yes,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 3,HEALTH CENTRE,Private Practice,Nyeri,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 3,None,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Baringo,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kirinyaga,No,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Kirinyaga,Yes,Yes,Yes,No
Level 4,HOSPITALS,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Bungoma,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 4,HOSPITALS,Private Practice,Uasin Gishu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Wajir,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Elgeyo Marakwet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Taita Taveta,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,STAND ALONE,Private Practice,Kericho,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Nakuru,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Turkana,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Turkana,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Isiolo,No,No,No,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Isiolo,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Isiolo,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Kisii,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Makueni,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Trans Nzoia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Makueni,No,No,No,No
